Gene name	Pig gene name
DOCK7	DOCK7
LINC01844	
	
ARL2	ARL2
LRRC75A	LRRC75A
RPS10P28	
LINC01410	
ADARB1	ADARB1
RPL7AP33	
	
NME2P3	
LINC02957	
SUCLA2	SUCLA2
CEACAMP10	
BOD1	
	
CNTNAP3P1	
NCBP3	NCBP3
CDK2AP2P3	
SCNN1G	SCNN1G
	
	
STX17-DT	
	
ZIM2-AS1	
FKBP4P8	
	
MAMDC2	MAMDC2
	
KLK2	
SEPTIN10	SEPTIN10
DDX27	DDX27
	
	
SLU7	SLU7
MIR6879	
EEF1A1P18	
CDC42BPG	CDC42BPG
	
	
GRAPL	
CFP	CFP
IFNWP18	
RAD23B	RAD23B
RACGAP1P1	
	
	
GPD1	GPD1
	
	
PRAL	
RPL34P31	
	
CYCSP39	
HS3ST2	HS3ST2
SLC47A1	SLC47A1
SRGAP3-AS1	
	
	
SLC22A13	SLC22A13
	
	
	
CDKL2	CDKL2
	
TNMD	TNMD
DERL3	DERL3
TMC7	TMC7
	
MARK2P14	
	
	
DEPDC1P2	
RPS16P5	
BTBD9-AS1	
	
TRAM2-AS1	
RPS12P5	
HNRNPA1P15	
OR51C4P	
	
	
RPS20P24	
LINC02872	
	
KRT8P49	
CHD8	CHD8
OR51F3P	
OR51F4P	
TSPAN6	TSPAN6
RAB28P4	
DUXA	
TPRXL	
	
PHB1P7	
SNORA62	
	
ARHGAP24	ARHGAP24
OR51N1P	
OR52Y1P	
LMX1B	LMX1B
OR52R1	OR52R1
	
OR51A6P	
OR51G1	OR51G1
ARAP3	ARAP3
SLC35B2	SLC35B2
OR51A3P	
OR51A2	
OR51A2	
OR51A5P	
OR51P1P	
OR52J2P	
OR52J3	
OR52J3	
OR52E2	
OR52E2	
OR52E1	
OR52S1P	
OR52E3P	
OR52J1P	
	
	
	
	
ADI1P3	
ZNF264	
OR51A1P	
	
	
	
HBB	
	
NCKAP5L	NCKAP5L
LRRN1	LRRN1
	
LINC01925	
CETN1	CETN1
	
RN7SKP146	
	
RN7SL268P	
	
MIF	MIF
	
DLX2-DT	
TYMS	TYMS
METAP1D	METAP1D
PSG9	
RPL23AP38	
RHBDF1P1	
	
PLCB2-AS1	
VENTXP4	
REC114	REC114
HBD	
RPS24P8	
H3P11	
	
KCNH8	KCNH8
	
	
	
UCHL3	UCHL3
	
SUSD2	SUSD2
LINC02156	
	
MTG2	MTG2
	
	
	
LINC02566	
	
RPS6P7	
	
	
DUX4L27	
	
	
	
CYB5R4	CYB5R4
NPTN-IT1	
	
CDC25B	CDC25B
	
	
HBG2	
LINC02205	
TBC1D21	TBC1D21
SHMT2	SHMT2
METTL26	METTL26
LINC01399	
	
	
RPL36AP6	
	
	
TOM1	TOM1
DAPK1	DAPK1
HBE1	
	
CBY1P1	
G3BP1P1	
WSB1	WSB1
LINC01526	
	
GNAI2	GNAI2
ME1	ME1
	
	
TBR1	TBR1
PPIAP89	
FAM13A	FAM13A
RAD21P1	
	
	
	
SPIN2P1	
RNU6-935P	
DENND10P1	
	
OR51AB1P	
OR51B4	
OR51B4	
	
	
OR51B3P	
SPRING1P2	
OR51B8P	
LINC01201	
OR51B6	
ENOSF1	ENOSF1
MIA-RAB4B	
	
	
OR51J1	
OR51Q1	OR51Q1
ARHGAP36	
OR51K1P	
OR51A10P	
OR52D1	
OR52D1	
LMO7-AS1	
CEACAMP11	
UBQLN3	UBQLN3
	
FAM204CP	
RN7SKP9	
FBXO27	
FBXO27	
FBXO27	
H2AZP3	
GPR183	GPR183
	
PRIM2	PRIM2
SNORA31B	
UBQLNL	UBQLNL
SNORA31	
	
	
RCN1P2	
SLC25A30-AS1	
OLFM5P	
ABHD13	ABHD13
OR52V1P	
	
OR52H2P	
RNA5SP39	
OR52T1P	
	
HNRNPA1P53	
OR52B6	
HCFC2P1	
FIGN	FIGN
	
ESD	ESD
TRIM6	TRIM6
	
NPTN	NPTN
KLF2P2	
	
MTND2P19	
EDDM3CP	
SNRPA1P1	
RPSAP27	
	
RPL9P32	
MTCO1P7	
LINC01832	
CEACAMP4	
	
CEP89	CEP89
	
SPP2	SPP2
TNRC6A	TNRC6A
RPS29P31	
	
	
TOMM22	TOMM22
HTR2A	HTR2A
RN7SL191P	
NXF2	
HTR2A-AS1	
DIAPH3-AS2	
RNY4P28	
LINC00434	
TARDBPP2	
	
PRDX3P1	
RNA5SP31	
EIF4A1P6	
	
	
	
TDRD3	TDRD3
	
	
	
LINC01847	
	
	
	
	
	
CYP2D6	CYP2D6
POU3F2	POU3F2
ATP10B	ATP10B
	
	
	
	
	
	
	
TREML5P	
	
MRAP2	MRAP2
	
ALDH7A1P2	
	
BMS1P19	
	
	
	
	
RCAN2-DT	
TMSB15A	
TMSB15A	
NDUFA5P9	
GUSBP4	
	
	
	
	
	
	
	
NPM1P38	
	
	
CTHRC1P1	
	
PPIAP66	
BMX	BMX
PRDM1	PRDM1
	
	
MPI	MPI
VINAC1P	
RPL27AP4	
	
EXTL2P1	
SMIM17	SMIM17
MIR4435-2HG	
RNU6-71P	U6
ZNF835	
ZNF835	
SPART	SPART
ZNF805	
BRI3P3	
	
	
PEMT	
CD177	CD177
TRIM6-TRIM34	
BAGE2	
ARL3	ARL3
RANBP17	RANBP17
	
HPSE2	HPSE2
MLC1	MLC1
ANKRD30BP2	
	
UBP1	UBP1
OR52U1P	
OR56B1	OR56B1
	
ACE2-DT	
	
CA5B	
CA5B	
OR52N3P	
OR52E6	
TEKT4P2	
	
	
OR52E7P	
HBG1	
SNX29	SNX29
TEKT4P2	
MRGPRG	
	
MRGPRG-AS1	
	
RAB4B	RAB4B
MRGPRE	
MTCO1P45	
	
	
	
	
INE2	
NDUFA5P8	
	
	
AP1S2	AP1S2
NDUFA5P1	
	
MTND1P27	
	
	
	
ADAM23	ADAM23
AGBL3	AGBL3
	
	
	
ZNF195	
ZNF195	
ZNF195	
ZNF195	
ZNF195	
	
RNU1-109P	
	
RUNX2-AS1	
LRRC30	
FHOD3	FHOD3
PAQR8	PAQR8
ENO4	ENO4
	
TMC2	TMC2
GLYATL3	GLYATL3
DAPP1	DAPP1
ABCC13	
POLR3E	POLR3E
CD109	CD109
SPART-AS1	
SOX12	SOX12
CST1	
CST4	
LINC02646	
PSMC1P13	
ATXN8OS	
	
	
	
MEIS3P2	
ZNF217	ZNF217
STK24	STK24
LINC01975	
	
NMTRQ-TTG12-1	
NHLRC2	NHLRC2
MED31	MED31
	
	
COL6A2-DT	
CD177P1	
COL6A2	COL6A2
PLXNB2	PLXNB2
	
PPP6R1	PPP6R1
	
RPS3AP19	
	
	
PCDH10	PCDH10
DNAAF9	DNAAF9
CEP162	CEP162
	
MFSD1P1	
SNORA59B	
CAV2	CAV2
USP22	USP22
RNU5F-7P	
SETP15	
APEX2	APEX2
EMX2	EMX2
	
	
THAP9-AS1	
RTKN2	RTKN2
GLS2	GLS2
ALAS2	ALAS2
SNORD8	SNORD8
	
EIF4EBP1P1	
RN7SL650P	
RAB2B	RAB2B
RRBP1P2	
	
RPL21P135	
OPALIN	OPALIN
AZI2	AZI2
NEURL2	NEURL2
	
MAPRE1P2	
PANK2	PANK2
HERC3	
SPOPL	SPOPL
	
SNX2P2	
LINC02932	
RNF150	RNF150
RCBTB2	RCBTB2
RPS10P14	
RSL24D1P3	
MTND1P3	
	
DNAJB9	DNAJB9
	
RNU6-366P	U6
	
	
	
MTND1P14	
SLC24A4	SLC24A4
LINC01854	
LEP	LEP
RPL17P15	
DRC3	DRC3
TXNDC8	
	
RPS20P12	
GALNT5	GALNT5
	
GRPEL2P3	
FEM1B	FEM1B
GNAT3	GNAT3
	
LINC02267	
	
ESF1	ESF1
ZNF460-AS1	
UGT2B26P	
	
ZNF460	
	
	
	
LINC02429	
	
MTND4LP2	
	
ZNF330	ZNF330
PML	PML
	
	
	
HMGN2P32	
	
HDGFL3P1	
	
PAGE2B	
PAGE2B	PAGE2B
LINC01611	
TSTD2	TSTD2
	
PSG7	
OR7E12P	
DOCK4-AS1	
FAM86GP	
SPATS1	SPATS1
ASS1P11	
ENPP7P15	
	
	
	
CYP26C1-DT	
SNRPCP5	
GAPDHP45	
	
RPS3AP39	
OR7E38P	
EEF1GP1	
RPS24P14	
KRT18P46	
LINC02641	
	
	
	
	
GRAMD4P1	
GPAT2P2	
CXADRP1	
	
LONRF2P5	
MIR8069	
PAFAH1B1P2	
FEM1AP1	
	
TERF1P1	
FAM207CP	
	
PAGE2	
PAGE2	PAGE2B
GXYLT1P2	
CNN2P7	
C10orf67-AS1	
ZNF114P1	
CYP4F29P	
	
RPL34P19	
LINC00867	
	
LINC01790	
GCC1	GCC1
	
GLYATL1P1	
CYP4F29P	
SNX18P13	
	
	
	
ACRP1	
	
PTCHD3P1	
ANKRD20A11P	
GLYATL1P4	
ERLIN1	
HSPBP1	HSPBP1
TMEM163	TMEM163
GLYATL1B	
	
FAM111B	FAM111B
	
	
MTCO1P52	
MTND2P24	
MTND1P30	
ANKRD20A11P	
DPM1	DPM1
FLNA	FLNA
SND1-IT1	
LINC02903	
TMEM115	TMEM115
BRINP1	BRINP1
MIPEPP1	
	
NDUFAF4P2	
RHOT1P2	
	
	
ANKRD7	
	
KIF6	
GNAT1	GNAT1
	
FAM111A-DT	
SPAG16-DT	
AFG3L2	AFG3L2
	
ABCC13	
LY75-CD302	
DTX4	DTX4
SLITRK1	SLITRK1
LINC01085	
LAMB4	LAMB4
	
	
ALOX5AP	ALOX5AP
	
TSSK1A	
	
ESS2	ESS2
	
	
HERC3	HERC3
KCNG1	KCNG1
GSTO2	GSTO2
PLPPR1	PLPPR1
IFT88	IFT88
	
	
	
FTMT	FTMT
	
	
	
WFDC13	
ZNF8-ERVK3-1	
UBALD1	
UBALD1	
NSG2	NSG2
ZNF543	
ZNF543	
ZNF543	
ZNF543	
MIR3617	
SPINT4	
	
SUMO1P4	
MPEG1	MPEG1
RN7SL42P	
WARS1P1	
NCOA5	NCOA5
PSMA3	PSMA3
	
SLC25A47P1	
	
HMGB1P7	
	
RBMS3-AS2	
	
RNU6-576P	U6
RNU6-576P	U6
RNU6-576P	U6
	
MIR6078	
	
U8	
RNU6-163P	U6
U8	
RNU6-889P	
RPS15AP27	
MIR6072	
	
RNA5SP299	
RN7SL435P	
	
Y_RNA	
UQCRFS1	UQCRFS1
OR5AN2P	
RNU6-1095P	
	
RN7SL198P	
	
RNA5SP300	
OR5BR1P	
NCBP1	NCBP1
MIR548AK	
	
RNU6-1075P	U6
RNU2-18P	
RNU6-1212P	U6
U3	
HYAL1	HYAL1
RNA5SP303	
SLC6A16	
VWA5A	VWA5A
MIR511	
RNU6-1141P	
	
RNU6ATAC39P	
MIR4480	
MIR4481	
MIR548Q	
	
	
SMCR5	
RNU6-88P	
RN7SKP219	
KYNUP1	
RN7SKP37	
	
	
RNA5SP306	
ALKBH5	ALKBH5
RNU6-413P	U6
RNU6-413P	U6
Y_RNA	
CHTF18	CHTF18
RNA5SP304	
RN7SKP132	
MIR604	
SNORD115	SNORD115
SNORD115	SNORD115
SNORD115	SNORD115
SNORD115	SNORD115
MIR938	
RNU6-908P	
RNU6-632P	
RN7SL825P	
RN7SKP220	
RNU7-22P	
RN7SL398P	
MIR4683	
Y_RNA	
SRSF3	SRSF3
Y_RNA	
Y_RNA	
	
RNU6-1118P	U6
RPL13P2	
RNU6-795P	
ZSWIM5P1	
FLJ36000	
SAMHD1	SAMHD1
RNU6-1170P	
	
RNU6-885P	U6
MIR3156-1	
RNA5SP312	
RNU6-1207P	U6
MIR605	
Y_RNA	
RNA5SP318	
RN7SKP196	
	
RNU6-543P	
MIR3924	
MIR1296	ssc-mir-1296
RNA5SP319	
Y_RNA	
	
SNORD98	SNORD98
	
RUBCNL	RUBCNL
Y_RNA	
Y_RNA	
LINC01992	
Y_RNA	
MIR4676	
MIR606	
RN7SL518P	
RNU6-673P	
SNORA71	
RN7SL840P	
	
RNU6-325P	
LINC02510	
RNU6-478P	
RN7SKP238	
RNA5SP322	
MIR346	
	
RNU6-129P	U6
RN7SKP143	
RNU6-441P	
MIR4678	
	
	
GATB	
GATB	
POLR2CP1	
GAPDHP16	
Y_RNA	
	
Y_RNA	
	
Metazoa_SRP	
Y_RNA	
RNA5SP324	
	
SNORA12	SNORA12
DRG2	DRG2
TSSK2	TSSK2
LINC02246	
RNU6-422P	U6
RNU2-43P	U2
MIR6507	
MIR4482	
RN7SKP278	
RNA5SP326	
RNU5B-6P	
	
RNU6-463P	U6
RNU4-5P	
	
	
Metazoa_SRP	
RBMX2P1	
GSC2	GSC2
FILIP1	FILIP1
	
Y_RNA	
Y_RNA	
RNU6-1165P	U6
NRIP1	NRIP1
SLC25A1	SLC25A1
RNU2-59P	
MIR3663	
RNU6-839P	U6
RNA5SP325	
	
MIR3158-1	
MIR3158-2	
	
MIR609	
Metazoa_SRP	
	
RNU2-42P	
SNORA19	SNORA19
	
Y_RNA	
	
	
	
ST13P12	
MIR4484	
RN7SL749P	
RNU6-728P	
CTDP1	CTDP1
Y_RNA	
MIR4681	
MIR378C	
Y_RNA	
RNA5SP328	
MIR3941	
LRRC27	LRRC27
NR3C1	NR3C1
VN1R21P	
NPRL2	NPRL2
GPR63	GPR63
	
	
	
LINC02920	
	
RCAN1	RCAN1
RPL35P3	
PRDX2P4	
NPM1P37	
TREM1	TREM1
	
VN1R88P	
BRSK1	BRSK1
	
	
	
CYP39A1	CYP39A1
DCD	
LINC00587	
	
	
MTND2P11	
	
LINC02893	
TMTC4	TMTC4
	
ANXA1	ANXA1
	
LINC01891	
TPT1P2	
MTND2P20	
PSMD14-DT	
MYL6P4	
	
TUBB8P4	
	
RPL15P5	
RPL3P8	
	
ZNF277	ZNF277
CWC22	CWC22
	
RPAP3	RPAP3
PWWP2B	PWWP2B
	
	
SUMO2P8	
	
	
HMGB1P20	
	
LINC02549	
	
	
	
FAM230D	
	
LINC01165	
TMEM26-AS1	
	
GGTLC5P	
	
	
LINC02625	
FAM230J	
PSD	PSD
	
HMGB1P14	
LINC00216	
RNU6-341P	U6
	
IBTK	IBTK
	
	
ARID4A	ARID4A
LINC01177	
	
SETBP1	SETBP1
	
	
	
ARL6IP1	
	
GTF2F2P1	
	
RPS23P2	
PES1P1	
SERF1AP1	
	
PPP1R26P3	
LINC00616	
TUBA8	TUBA8
BACH1-IT1	
	
BACH1-AS1	
BACH1-IT2	
	
GALNT17	GALNT17
	
BACH1-IT3	
OR10D1P	
NEGR1	NEGR1
OR8F1P	
GRIK1	GRIK1
OR8G7P	
SLC5A4P1	
	
HSPE1P9	
	
LINC01923	
	
TALDO1	TALDO1
	
	
LLPHP3	
KRT126P	
NEDD4L	NEDD4L
	
APRG1	
	
	
RPL36AP10	
ADSL	ADSL
LINC01712	
KRT76	
SPATA31A6	
HECW2	HECW2
EPSTI1	EPSTI1
	
	
	
FAAH	FAAH
MTND4LP26	
	
	
	
	
LINC01492	
	
	
XRCC6P4	
SRPK2P	
	
	
CUEDC2	CUEDC2
YBX1P6	
	
TTPA	TTPA
GCNT1	GCNT1
MTND2P17	
LINC02191	
	
	
	
COQ7-DT	
	
	
	
RPS3P6	
	
KCTD6	KCTD6
GLYCAM1	
NAT16	
LINC02177	
	
STPG2-AS1	
	
RPL35AP34	
TRAPPC2B	TRAPPC2
	
	
ETNK1-DT	
PCMTD1P2	
ZNF970P	
TARDBPP4	
	
DNAJA1	DNAJA1
R3HDM2P1	
SSBL3P	
LINC02378	
	
MIR146B	
ZNF578	
	
CDRT15P11	
C10orf95	
YTHDF3	YTHDF3
ANKRD20A17P	
	
	
	
	
KCND2	KCND2
	
	
RBM46	RBM46
	
MFSD13A	MFSD13A
RANP7	
RAB5A	RAB5A
	
RARRES2P9	
	
	
RARRES2P8	
	
	
GAPDHP44	
FRG2HP	
C5AR1	C5AR1
IMMP2L	IMMP2L
NF1P12	
AGGF1P5	
LINC02448	
	
VN1R68P	
LINC02461	
AGGF1P8	
	
PPP1R12C	PPP1R12C
	
GATD1	GATD1
DUX4L46	
	
NAMPTP3	
	
	
DAPK1-IT1	
KYAT3	KYAT3
	
	
	
RPS27AP15	
	
UBE2MP1	
	
C9orf57	
	
CPNE8	CPNE8
	
	
RARRES2P5	
MTND4LP25	
ELL2P2	
ORC6	ORC6
ACTR1A	ACTR1A
NR3C2	NR3C2
	
GRIK1-AS1	
AIPL1	AIPL1
	
hsa-mir-8069-1	
	
	
	
	
NDUFAF4P3	
RAB19	RAB19
TNFRSF19	TNFRSF19
	
	
	
	
	
	
MAMDC2-AS1	
	
	
GMEB2	GMEB2
GLB1	GLB1
	
	
	
	
	
	
	
APP	APP
TLE1	TLE1
	
TCAF1	TCAF1
	
RPL23AP58	
RNU6-43P	
EIF4BP2	
NPM1P30	
NEBL-AS1	
	
LUZP4P1	
RNU6-15P	
	
	
RN7SL135P	
	
	
PI15	PI15
LINC02881	
	
RPL9P21	
PLAU	PLAU
	
RAB43P1	
	
	
DUX4L47	
NETO2	NETO2
	
	
	
	
	
SHISAL2A	SHISAL2A
RSPH14	RSPH14
	
NIFKP2	
ADAMTS19-AS1	
COL4A2-AS2	
GDAP1	GDAP1
	
COL4A2-AS1	
STMN3	STMN3
RAB20	RAB20
AQP5	AQP5
SLIT3-AS2	
HMGB1P18	
	
	
	
LINC01837	
BTNL8	
CARS2	CARS2
DNTTIP2	DNTTIP2
	
NEFL	NEFL
TOMM20L-DT	
SND1	SND1
TOMM20L	TOMM20L
RPS3A	RPS3A
TNFRSF6B	
	
CELA1	CELA1
GNAZ	GNAZ
	
MIR6841	
	
RNU6-123P	
	
	
	
RN7SKP206	
RNU6-926P	
ARFRP1	ARFRP1
	
	
MIR3686	
	
	
IQCH	
CEND1	CEND1
TIMM9	
MTRF1LP2	
GSDMC	
C10orf55	
Metazoa_SRP	
U7	
BCR	BCR
RASGRP4	RASGRP4
MYO5BP3	
	
	
ASB6	ASB6
	
	
HNRNPA1P64	
	
Y_RNA	
ANKRD1	ANKRD1
	
	
RPL14P1	
PTPRF	PTPRF
HSPD1P4	
SLC25A22	SLC25A22
PFKM	PFKM
MIR7112	
SCX	SCX
HSF1	HSF1
	
DPP3P2	
CDRT15P5	
	
RNU6-740P	
GAS1	GAS1
	
	
LINC00502	
DDX18P6	
RPL35AP24	
SNORA74C-2	SNORA74
RNA5SP317	
PBX3-DT	
	
	
PPP1R1AP2	
SLC9A3P3	
	
	
ITFG1-AS1	
WASHC2A	
KRT18P36	
SIAH1	SIAH1
KIAA0586	KIAA0586
FGD3	FGD3
	
ANO10	ANO10
DNAJA2	DNAJA2
	
EIF1P5	
FBXO39	FBXO39
DLX5	DLX5
	
NATD1	NATD1
SPRED2	SPRED2
ARF5	ARF5
	
	
	
LIFR	LIFR
MTND2P12	
LINC02088	
	
RPS16P8	
LINC02087	
	
	
	
SYPL1P2	
	
	
	
TMEM144	TMEM144
CPD	CPD
METTL22	METTL22
DGAT1	DGAT1
HSPA9P1	
	
RFTN2	RFTN2
ING1	ING1
BCRP8	
RN7SL263P	
FBXW4P1	
	
	
	
SALRNA3	
	
	
MIR3168	
RN7SL597P	
RPL29P30	
KBTBD6	KBTBD6
ZGPAT	ZGPAT
MYO3B-AS1	
CALM2P3	
KBTBD7	
COX5A	COX5A
MORF4L1P4	
MTRF1	MTRF1
	
	
AARS2	AARS2
GCAT	GCAT
FAM3C	FAM3C
	
	
	
	
	
ALDH1A2	ALDH1A2
	
DMAC1	DMAC1
DUX4L45	
INHBB	INHBB
	
	
INVS	INVS
	
	
	
CLTRN	CLTRN
RASA1	RASA1
LNPK	LNPK
	
SLC25A1P4	
	
AGGF1P7	
SSU72P8	
SSU72P8	
SSU72P8	
	
RAC1P3	
	
NAA16	
NAA16	
C16orf87	C16orf87
RPL10	
	
GAPDHP63	
	
TPI1P3	
SLC13A1	SLC13A1
	
LAMA4-AS1	
	
	
	
	
	
BLMH	BLMH
BRD7P4	
TXNP7	
	
	
MCHR2-AS1	
	
	
CD24	CD24
GALR3	GALR3
TCERG1P2	
	
MIR658	
MIR659	
EIF3L	EIF3L
	
MIR6848	
	
SCRT1	SCRT1
VPS35	VPS35
	
	
EEF1GP6	
CASC6	
	
GAPDHP41	
FBXL6	FBXL6
	
	
EIF4EBP2P3	
	
	
	
RPSAP44	
	
RAC1P6	
LINC02830	
	
	
SMIM30	SMIM30
SLC2A4RG	SLC2A4RG
TUBB3P1	
CEP85L	CEP85L
SGO1-AS1	
	
	
OXSR1	
	
TRBV4-2	
TRBV4-2	
CALN1	
SMC1A	SMC1A
ZYG11AP1	
YWHAEP5	
	
SMC2	SMC2
ZBTB46-AS2	
ZBTB46-AS1	
CSRNP3	CSRNP3
RPL19P1	
CPXM1	CPXM1
GRAPLDR	
	
	
	
CDHR3	CDHR3
	
LINC01095	
ZNF830	ZNF830
SLC9A6	SLC9A6
RNU6-57P	U6
RNU6-57P	U6
TUBBP2	
OR7E36P	
OR7E155P	
ADCK5	ADCK5
OR7E37P	
RGCC	RGCC
NSRP1	NSRP1
	
COX7A2P2	
	
AGGF1P9	
	
VN1R69P	
CLUHP11	
CCNG2	CCNG2
VWA8	VWA8
CKBP1	
	
	
	
	
ZNF971P	
	
SHISA9	SHISA9
	
C20orf141	C20orf141
	
	
RPL23AP28	
TMEM239	TMEM239
	
	
PCED1A	PCED1A
NEO1	NEO1
KANSL1L-AS1	
NEPNP	
	
	
	
SMARCE1P2	
	
DLX1	DLX1
	
	
	
LINC00222	
DHCR24	DHCR24
EEF1A1P38	
	
	
ENPP5	ENPP5
BCAP31P1	
MTND3P2	
CPSF1	
CPSF1	
LINC02167	
	
C3orf18	C3orf18
	
	
BAIAP2L1	BAIAP2L1
	
MTCO2P7	
MCHR2	MCHR2
	
	
	
	
	
ZNF385B	ZNF385B
	
	
	
	
BDH2P1	
CCNYL3	
LCA5	LCA5
QPRT	QPRT
	
	
MTCYBP17	
	
SLC9A3P1	
DYNC1I2P1	
LINC02621	
	
	
	
	
RN7SL591P	
LINC02266	
ZNF365	ZNF365
PLEKHA8	PLEKHA8
	
	
LINC02511	
VPS16	VPS16
VPS35P1	
RPS29P12	
GRPEL2-AS1	
RNF175	
MRPL22	MRPL22
	
GAPDHP42	
LNCPOIR	
	
HSP90AB1	HSP90AB1
LINC02929	
	
IL6STP1	
	
SMG1-DT	
	
	
ZNF652P1	
	
NXN	NXN
MICALL1	MICALL1
	
TUSC2	
	
FRG2IP	
MYLK3	MYLK3
	
MIR5006	
RN7SL515P	
ALDH7A1P4	
RNU6-74P	
ADO	ADO
KARS1P1	
VWA8-AS1	
LINC02030	
	
LINC02666	
	
MIR4297	
	
EBF3-AS1	
RPS28P8	
	
RPL21P16	
	
MAPK6P3	
LINC00456	
PTPRG	PTPRG
	
LINC01561	
RNA5SP37	
	
RAP2A	RAP2A
PLPP4	PLPP4
RALB	RALB
	
	
PSMA6P4	
TMEM232	TMEM232
	
LPAR6	LPAR6
PRMT9	PRMT9
MIR4675	
MTND1P21	
	
LINC02643	
MRM3P1	
	
Metazoa_SRP	
Y_RNA	
MIR1915	
SKIDA1	SKIDA1
OR1L4	
PHKA1P1	
AQP7P2	
FXNP2	
MSANTD3-TMEFF1	
COL24A1	COL24A1
NAXD	NAXD
RNU6-306P	
NPS	NPS
OLAH	
	
LINC02127	
HMGN2P41	
	
LINC02184	
	
	
	
FGFR3P5	
AIDAP2	
	
	
SUSD3	SUSD3
	
SNORD3B-1	
	
	
TMF1P1	
KIF18BP1	
	
TMEM132E-DT	
ACO2	ACO2
AA06	
LINC02019	
C2orf69P1	
	
	
ZMYND10-AS1	
LINC00273	
SALL4P5	
GID4	GID4
	
ILF2P1	
NPY2R-AS1	
RASSF1-AS1	
DLEC1P1	
LONP2	LONP2
LAPTM4BP2	
PPIAP69	
	
RTN3P1	
SMARCC1	SMARCC1
KRR1P1	
	
	
LINC01072	
	
GJA3	GJA3
	
	
NAP1L5	
DDIT4L-AS1	
PPIAP28	
LINC00556	
	
GJB2	GJB2
	
EEF1GP8	
YWHAEP4	
	
RPL21P50	
EVA1CP2	
ALDH7A1	ALDH7A1
ELOAP1	
	
ANKRD50	ANKRD50
	
BAG3	BAG3
	
	
GJB6	GJB6
FMC1-LUC7L2	
PRELID1P1	
	
	
	
	
	
CYP2AC1P	
HMGB3P18	
	
	
	
NR6A1	NR6A1
LIN28B-AS1	
	
PRKG1	PRKG1
ZEB2P1	
	
	
DHFRP5	
	
SUMO2P14	
ARL4C	ARL4C
PSME2P3	
MANBAL	
MANBAL	
	
MFSD4B	MFSD4B
	
	
	
hsa-mir-423	ssc-mir-423
	
	
TFEC	TFEC
LINC02276	
LINC02272	
STMN1P2	
BTF3P13	
SRSF3P6	
	
USP38-DT	
	
	
	
IDI1P1	
	
JADE1	JADE1
AP2B1	AP2B1
SMYD5	SMYD5
TCF15	TCF15
BCAS4	BCAS4
TSPYL4	TSPYL4
MIR939	
MIR1234	
MIR6849	
	
GFRAL	GFRAL
SLC39A4	SLC39A4
MIR4329	
RN7SL266P	
	
ATF4P1	
FAM223B	
RPLP2	
RPLP2	
IKBKGP1	
SPATA25	SPATA25
	
ZMYM2	ZMYM2
OR3B1P	
	
DBNDD2	DBNDD2
	
MID1IP1-AS1	
	
PNKDP1	
	
	
RNA5SP514	
SOCS5P5	
LRRC1	LRRC1
STK26	STK26
VCL	VCL
	
CD37	CD37
PRSS37	PRSS37
CRTAP	CRTAP
VPS26CP1	
	
ATP5F1AP2	
	
	
	
	
	
EDAR	EDAR
	
	
	
	
	
TFAP2B	TFAP2B
LINC02133	
SNORA52	SNORA52
PNPLA2	PNPLA2
FRG2JP	
	
	
C1QL1P1	
C2orf69P4	
	
	
	
CBX3P9	
RPL23AP72	
	
LINC02518	
	
COL19A1	COL19A1
HMGN2P3	
LINC02040	
MPV17L	MPV17L
	
	
STOM	STOM
VPS28	VPS28
CNTN4	CNTN4
	
	
	
RARRES2P10	
	
	
FRG2GP	
	
BSND	BSND
GPT2	GPT2
C20orf204	C20orf204
HMG20A	HMG20A
CDC26P1	
TRIB3	TRIB3
	
GPX7	GPX7
	
RNF103-CHMP3	
RPL7AP42	
	
HIBADH	HIBADH
	
	
SLC44A3	SLC44A3
ICOS	ICOS
	
SYK	SYK
SUFU	SUFU
SRMS	SRMS
	
Y_RNA	
DUSP15	DUSP15
HSBP1P1	
HNRNPCP1	
RPL9P5	
C14orf180	C14orf180
CRACR2B	CRACR2B
TPM3P8	
	
	
MDH1B	MDH1B
	
	
	
LINC02129	
N4BP1	N4BP1
PTPN13	PTPN13
BORCS8	BORCS8
RPL7AP34	
	
MYH6	MYH6
RPL31P28	
LINC02857	
	
NCOA7	NCOA7
SMAGP	SMAGP
	
HNRNPA1P5	
CYP1A2	CYP1A2
	
RNF148	
	
	
ARMC10	ARMC10
AGKP2	
RAP2C	RAP2C
	
	
	
	
	
AGGF1P6	
ITFG1	ITFG1
SLC27A2	SLC27A2
CD151	CD151
	
PLP1	PLP1
KRT125P	
KLF17P1	
	
NRAP	NRAP
BTBD10P1	
RSL24D1P5	
ZHX3	ZHX3
RESF1	RESF1
RPL21P67	
ZFYVE21	ZFYVE21
MTRES1	MTRES1
ZNF548	
ZNF548	
LINC01173	
PPIAP65	
LINC01825	
HYAL2	HYAL2
TXNL4AP1	
SLC35E1P1	
RNU2-7P	U2
USP21P1	
	
	
EEF1AKMT1	EEF1AKMT1
	
	
	
	
	
MYMX	MYMX
BARD1	BARD1
	
ZPR1P1	
PRSS35	PRSS35
	
	
KRT8P39	
KRASP1	
VTI1BP3	
CLVS2	CLVS2
LINC02400	
PIP4P1	PIP4P1
RANP8	
PDZRN4	PDZRN4
	
STMP1	STMP1
CNOT4P1	
	
HNRNPA1P30	
NDUFAF4P1	
IREB2	IREB2
PPIAP27	
RPSAP54	
LATS2	LATS2
